username,full_text,label
faiz240798,@xquitavee Dont show stupidity please. By saying this pharase yg tdk bangga dgn IKN hanya shows that u r uneducated n uncivilised person. Shameless,Negatif
soeprijon,@OposisiCerdas saat pemilu: pilih partai kami anti politik dinasti tolak ikn konsisten oposisi tak tergiur menteri setelah pemilu... ternyata iblis bermulut manis menggoda adam hawa bak penasehat bijak,Positif
pillowaguilina,@TrendAsia_Org Kenapa mereka gak bikin di sekitaran ikn? Bukannya itu kota masa depan? Atau itu kota emang gk ada masa depannya,Positif
AliAbdul4315,@tham878 Mestinya bisa masukin gol timnas kena prank mulyono katanya mo minggat ke IKN malah ke GBK suwekk âï¸,Positif
stresss_cuy,Katanya pindah ke ikn kok masih dijawa,Netral
bdatmaneo,@Nicho_Silalahi @kemkominfo @gibran_tweet @kaesangp IKN Ikatan Keluarga Nggatheli. Budi Arie waktumu tinggal 39 hari juga. Mumpung masih jd menteri belalah sampai overdosis krn sebulan lagi anda akan masuk ICU,Netral
IrwanK_egen,Mana 300 Investor IKN nya setelah 17 Agustus 2024 Pak @Jokowi? Ga punya malu BOHONGI Rakyat Indonesia terus? https://t.co/8svRl6vn7j,Netral
jari_droid,Izin Operasi Bandara IKN Sudah Terbit. Harusnya para kapolda dan kapolres yg rapat hari ini pakai pesawat dan mendarat di bandara IKN.... https://t.co/P3IzcJq4ZB,Netral
akbarananda,Eh gw penasaran IKN itu setelah setahun di masa kepemimpinan presiden baru bakal kayak apa..,Positif
stepbacknrelax,Kayaknya batal pindah ke IKN gais,Netral
noordijnov,@xquitavee @jokowi Lhooooo katanya si BajinganTolol ini sudah minggat ke IKN,Negatif
AWRessy,@im_notslim Dah dibilang gk bakalan jadi 100% prabowo aja dah wanti2 dan mau kurangi anggaran IKN. Pertanyaanya adalah ini nanti buzzer2 mulyono hidup apa nggak soalnya prabowo pas naik jadi presiden siap2 mau hajar itu buzzer pas prabowo nanti melawan mu,Positif
riantaryana12,@MardaniAliSera Padahal dulu kritik IKN,Negatif
cekemon,@ainunnajib IKN sono biar deket sama rezim.,Netral
OrangutanIKN,@muchlis_ar Hasilnya???!!! GENOSIDA ZIONIS??!,Netral
DianGara,Suek suek.. maksud sebenarnya.. investor gak ada yg mau invest negara kurang duit makanya mau Malak Asuransi Kendaraan utang gak bisa dibayar ikn mau kaya hambalang saya gak mau dipenjara,Positif
siagadotid,Selamatkan Proyek IKN KPK Diminta Melakukan Audit Keuangan Perusahaan Sinarmas Group https://t.co/Veo0cIMriL https://t.co/Hfs3J0r3j1,Netral
basukining,@abu_waras Kata dia monumen hambalang akan punya temen monumen ikn,Netral
ucieamoi,@Metro_TV Pencitraan Di ikn mau beli sendiri untuk tempat tinggal atau bolak balik @gibran_tweet ? Banyak duidnya ya?,Positif
JohanSrinu90552,@RomitsuT Mencari investor IKN,Netral
ridwan_har,@BobTeuku96933 IKN Kalimantan...,Netral
KoberCleo,@DS_yantie Apakah pemerintah peduli? tentu tidak yg utama bagi mereka ttp IKN,Positif
Purcell909,@idextratime @FCBarcelona Kontraktornya kelar dari situ langsung urus IKN ya. Kasian presiden butuh air bersih,Negatif
MasturMukhtar,@__AnakKolong Buang k hutan utara IKN,Netral
anton_sukisno,@KompasTV IKN nanti nya hanya jadi tempat pemerintahan selama musim kemarau( tapi nanti ga Ada air) . Kl musim hujan balik Jakarta( pdhal katanya Jakarta banjir). Jadi nanti pindah ke Solo aja ya pak.,Negatif
NusantaraJaya26,Dukung pembangunan IKN,Netral
AkiSuminta,@G4b0nG0ku Gw sih ga takjub sblm pak @jokowi yg ngantor disana krn IKN adalah hasil karya luar biasa beliau sblm pensiun beliau pantas merasakan indahnya IKN,Positif
ayunovividianti,@BANGSAygSUJUD @florieliciouss @99propaganda @_Luke_Bali_ @Kimberley_PS08 @Ndons_Back @are_inismyname @zy_zy_lestary @adri_7i @R_min80 @VaniaKiara3002 Nungguin IKN selesai dan bener2 jadi krn kykna keren bgt. Nti pinginnya pindah kerja ke IKN,Positif
triwahyuutama15,Jokowi-MBZ bahas kerja sama pembangunan pusat keuangan di IKN https://t.co/Xt8p31f5Rm,Negatif
Orcinus_Orca15,Menurut opiniku IKN harus tetap berlanjut karena dana segitu banyak sdh dikeluarkan. Tp pelaksanaannya tidak dg jangka pendek ya benar kata jokowi itu yg mn pembangunannya hrs multy years jd tdk berat jg di APBN. Kl konsepnya mmg forest city maka sdh pas kl bangun scr bertahap,Positif
Hansunriko,Presiden Jokowi Sebut Pengaturan Hak Tanah di IKN untuk Menarik Minat Investor Presiden Jokowi telah menerbitkan Peraturan Presiden nomor 75 tahun 2024 tentang percepatan pembangunan Ibu Kota Nusantara (IKN). _ Tante Lien #TimnasDay U-19 Cirebon Innalilahi Niki Lasem Kalimantan https://t.co/cD9J9nS5HD,Netral
azzanfauzan,@BANGSAygSUJUD @encesutisna @florieliciouss @99propaganda @_Luke_Bali @Kimberley_PS08 @Ndons_Back @are_inismyname @zy_zy_lestary @adri_7i @R_min80 @VaniaKiara3002 Harga dirinya dimana kalau IKN ditawarkan ke asing dgn HGU 190 tahun itu tandanya negara kit,Netral
Winx17Winx,@cishshn3 @StefanAntonio__ sok tau dan kalau elu sih ga bahkalan bisa ke IKN.,Positif
loketpaytren2,@NenkMonica Kalau di IKN semoga kebiasaan ngibulnya bisa dikurangi....,Netral
xxooyaaa,@dhanangpuruhita Pemerataan kok bangun IKN. Pemerataan tuh perbanyak fasilitas kesehatan di luar Jawa. Emg niatnya mek jadi raja2an aja tuh joki.,Netral
sukardiyahya162,Cuma pencari besi tua ? Ane lebih tahu persis IKN karena ane pelaku langsung sbg orang peroyek di IKN. Makanya ane lebih tahu dari ente.,Positif
badrinur1970,@5teV3n_Pe9eL Mdh2n OU dapet ruang kantor di IKN...,Netral
PilipiUser,@StefanAntonio__ Garuda IKN pake bahan kuningan dan baja..nantinya warnanya pelan2 akan berubah memudar klo gw menyoroti estetikanya yg gak fungsional utk property segede itu..jd terkesan boros aja. Padahal bisa saja itu bentuk bangunan fungsional lalu di,Negatif
lowlax6679,@G4b0nG0ku Versi Soekarno ibu kota pindah ke Pontianak karena sudah didesign dari awal. Kalo pendapat Ahok lebih baik buat IKN di Balikpapan karena Pertamina sudah punya lahan tinggal serahkan ke Negara untuk diolah Versi si Anu : lokasi saat ini walaupun,Positif
Fikri_Prianton,@BangEdiii Alhamdulillah PAJAK nya untuk kenyamanan pak Jokowi di IKN https://t.co/uH2cn71GZw,Netral
__bash_,kalian sadar ga PDAM itu singkatan Perusahaan Daerah Air Minum. suka penasaran di mana daerah yg air PDAM-nya beneran bisa diminum. ternyata di IKN,Negatif
ErwinRockerkids,@mas_veel Kesono lu buzzerp tolol nyampah lu disini seneng gw para buzzerp IQ monyet gak ada biar pada mati lu di IKN kena TBC,Positif
zola_papazola2,@OposisiCerdas Quote: Bilung adalah temannya Togog yang mengabdi pada keserakahan dan ketamakan kata Amien. Meski begitu Amien melihat Jokowi sedang menjalani takdir menuju keruntuhannya. Karena kata Amien sudah terang benderang proyek IKN pasti mangkrak,Positif
tribunkaltim,Update Progres Pembangunan IKN di Kaltim Istana Wakil Presiden Baru Mau Dibangun https://t.co/b8Vq7MzMVG lewat @tribunnews #IKN #Nusantara #Kaltim #Wapres,Positif
cishshn3,@StefanAntonio__ suatu saat nanti ikn bnyk dikunjungi oleh tukang uji nyali,Positif
bambang314,@ibnux Dibilang nya PDN sudah beres. Tapi Layanan lain yg digunakan oleh rakyat masih ada yg error tidak diakui. Koq malah dijadikan alasan proyek IKN &amp; PSN mundur dari target https://t.co/KhdHlzhsPz,Negatif
punyaduabias,@delouvre00 jadi pns aja deh lo biar tinggal di ikn,Netral
YurisAbrori,17-an di IKN ntar gmn ya,Positif
pinarta,@kompascom Ada juga rakyat yg kebagian rejeki IKN,Netral
saskiadina7,FASE PEMBANGUNAN IKN ð²ð¨ I. 2022 - 2024 Pemindahan Istana Presiden &amp; Kementerian di KIPP II. 2025 - 2029 Memperkuat kawsan IKN memperluas kawsan perumahan perkantoran &amp; area komersial III. 2030 - 2034 Meningkatkan pembangunan sektor pendidikan kesehatan &amp; teknologi tinggi https://t.co/8rYoAj8CAe,Positif
Emtezet,Terjadi lagi pelarangan pemakaian busana yg menutup aurat (jilbab). Setelah Paskibraka 17 Ags di IKN kali ini dialami oleh dokter2 di RS Medistra yg disuarakan dengan berani oleh salah satu dokternya. DPRD Jakarta sudah bersuara membela. Semoga diikuti oleh yg lain. https://t.co/51CO662blz,Positif
pakar_ai,buat netijing IQ 78 yg malas baca: dalam dua bulan ke depan kawasan inti pusat pemerintahan (KIPP) di IKN akan terlihat seperti Jakarta. Pernyataan ini disampaikan pada tanggal 5 Juni 2024. Ridwan Kamil menjelaskan bahwa pembangunan KIPP IKN sudah mencapai 80 persen dan akan,Negatif
Electrizen_tte,Jelang upacara peringatan Hari Kemerdekaan RI ke-79 pada 17 Agustus di Ibu Kota Nusantara (IKN) Pertamina Gas Negara (PGN) memastikan bahwa gas bumi telah mengalir dan siap digunakan. #PertaminaDukungIKN https://t.co/0zeTerP9EP,Positif
Gunalo5252621,@psi_id guru ngutang ? atau guru gali lobang tutup lobang tebus freeport gadai IKN ??,Netral
SeirdonFood,@PusatBelanja_RI Mau belanja apa aja pasti ada di IKN tempatnya oke banget!,Positif
aliakbarbukhori,@BosPurwa @ridwankamil Kalo gitu nyagub di IKN aje sana,Netral
NurilHiLma2022,Nekad ksh Kado ke saudara jauh yg ultah pdhal sisa bekel skrg tinggal 15 rb ya gapapa. Alhamdulillah mksih de Quin bingkisan ultahnya. Kitabisa nya de Hilma nuril yatim Disabilitas https://t.co/isucoOiCWJ RS Medistra fufufafa jokowi pertamina mulyono MK ridwan erina IKN anies https://t.co/xZFtEPh2Zh,Positif
Info_BPN,Sejak Ada IKN Lowongan Kerja di Balikpapan Meningkat - Kaltim Today https://t.co/QBq7hpOdj6 https://t.co/6XlPNMuLWp,Netral
Gunalo5252621,@aewin86 setelah IKN entah apalagi yg mau digadainya. hutang seabreg-abreg ditanggung rakyat anak-mantunya foya2 ke AS pake private jet mewah. FAKTA SEJARAH.,Netral
m1zon3,Pembangunan IKN untuk mewujudkan Indonesia-sentris IKN tak hanya soal membangun infrastruktur tetapi juga soal membangun SDM agar berkualitas baik. Mbappe King Indo Manchester United RS.Medistra Dr.Richard Lee Laras https://t.co/wE7FY03FCM,Positif
Ard4nnA,@haznanf Buat IKN buat Makan siang gratis hheeee,Positif
lilac__cosmos,@hsubhan @worksfess Kalo penempatan pusat itu bener udh fix bakalan pindah ke ikn semua ya ka?,Netral
BebySoSweet,Andai bapak itu jadi Cagub IKN pasti bakal bilang seminggu lagi IKN setara JAKARTA Suram https://t.co/aCy9QACM0m,Negatif
m1zon3,Saat ini pengembangan infrastruktur kendaraan listrik di IKN sedang digenjot pemerintah. ekosistem kendaraan listrik sudah mulai menunjukkan peningkatan SPKLU sudah mulai tersebar di beberapa titik di IKN. Mbappe King Indo Manchester United RS.Medistra Dr.Richard Lee Laras https://t.co/E11cOVKcoa,Netral
team_jungpal,@sh1roudev_ @iqbal_farabi Justru dana untuk whoosh lebih baik untuk bangun transport di pulau lain. Makanya ditentang sama pimpinan KAI. Tapi pak joko ngebet pingin bangun mega proyek whoosh dan IKN dalam waktu bersamaan. Duitnya darimana? Berapa besar pr,Negatif
zeronol0,@ginxnmj bayangin bimin infrastruktur yg malah jadi beban bersama tapi cuman ngasih manfaat sama pemodal gede.. bayangin semua biaya logistik itu di bebankan ke konsumen banyak tol tapi harga barang ga turun.. bayangin maksa bikin ikn padagal faskes di ti,Negatif
KarpovRomantic,@wagooner_1 @rosmala_nina @vanc1Bozz @bambang_aja @NelfidaDjamil @TapipHidayat @irfanandrean81 @Bintina5 @LiliexJulianto @RenoHalim1 @248Mkm @d_widiawati @HSmanmore @RidwanH34759549 @Dee_Rose82 @C_D3pp @del_paijo @Johan46650559 Hukuman seringan-ringannya,Positif
Tatarori80,@Kencur_545 IKN Nusantaraï¸,Netral
felisa_r14,Dukung Pembangunan IKN Nusantara untuk kemajuan bangsa Indonesia #KUHPKemajuanIndonesia https://t.co/4hA4C4uWYY,Negatif
felisa_r14,Dukung Pembangunan IKN Nusantara untuk kemajuan bangsa Indonesia #KUHPKemajuanIndonesia https://t.co/5UDpwf7Uvi,Negatif
felisa_r14,Dukung Pembangunan IKN Nusantara untuk kemajuan bangsa Indonesia #KUHPKemajuanIndonesia https://t.co/EvBmlb8ohG,Negatif
oshinara30,PLN terbaik Menteri BUMN Erick Thohir mengapresiasi upaya cepat PLN dalam menyediakan energi bersih di Ibu Kota Nusantara (IKN) saat meninjau PLTS IKN. #PLNuntukIndonesia https://t.co/kI6NUDA42y,Positif
ebe_ganzo,Dulu ada berita pembangunan IKN perlu biaya hampir 500 T 20%nya dari APBN sisanya Investor dan konon sampai saat ini para investor baik dalam maupun luar negeri tidak begitu minat kalau begitu bisa mangkrak.,Negatif
Syafirayum30,Keren banget PLN Menteri BUMN Erick Thohir mengapresiasi PLN atas gerak cepat mereka dalam menghadirkan pasokan energi bersih di Ibu Kota Nusantara (IKN) yang disampaikan saat tinjauan PLTS IKN. #PLNuntukIndonesia https://t.co/c1dekMhYg4,Positif
hana_farida19,@KotaNusantara Blue Bird membangun legacy dalam pembangunan IKN yang ramah lingkungan melalui inovasi transportasi.,Positif
Bungachan97,Apresiasi untuk PLN Menteri BUMN Erick Thohir apresiasi langkah cepat PLN dalam menyediakan pasokan energi bersih di Ibu Kota Nusantara (IKN) yang disampaikan saat meninjau PLTS IKN. #PLNuntukIndonesia https://t.co/EbAaZixq7H,Positif
abde_tweet,Maksud kamu mobil terbang yang di IKN diss??,Negatif
cacafauziah30,Wah PLN hebat Menteri BUMN Erick Thohir mengapresiasi gerak cepat PLN menghadirkan pasokan energi bersih di Ibu Kota Nusantara (IKN) yang disampaikan saat tinjauan PLTS IKN. #PLNuntukIndonesia https://t.co/Zs7485CZTa,Positif
BennyValentinus,@islah_bahrawi Gak jadi upacara di IKN dong,Netral
anrez_put01,@KotaNusantara Terus sukses Blue Bird! Kontribusinya pada IKN sangat berarti.,Positif
piyopikavet,Yah kritik mah kritik aja apa adanya. Masa urusan IKN ama makan siang gratis ga boleh dikritik,Positif
zizi_laksmiwati,@KotaNusantara Blue Bird semangat terus dalam mendukung visi keberlanjutan untuk IKN.,Positif
najmi_adnan91,@KotaNusantara Blue Bird bikin bangga dengan langkah positifnya dalam mendukung IKN.,Positif
Tatarori80,@Saodah1234 IKN Nusantarað®ð©,Netral
sahwa_kosmali,@KotaNusantara Blue Bird bikin terobosan positif dengan kendaraan listrik di IKN.,Positif
Yohanes_ARB,IKN Nusantarað®ð©ï¸,Netral
RenataOlivvr21,Persiapan upacara HUT RI ke-79 di IKN terus dimatangkan #UpacaraIKN https://t.co/kKTSyChNFo,Netral
aricksand,@Sontrot673309 @S4N_W1B1 juli jadi pindah ke ikn nggak mukidi? jangan cuma omon omon,Netral
DermagaGarely,@abu_waras catat dan simpan baikÂ² namaÂ² yg terus menerus mengkampanyekan Ikn..,Negatif
ebe_ganzo,Kalau pembangunan mangkrak karena salah konsep pembiayaan coba kalau IKN dibangun bertahap +/- 5 tahun anggaran setiap tahun 100T tidak perlu terjadi seperti sekarang ngemisÂ² ke investor.,Negatif
OrangutanIKN,@_NeverAlonely Lagu nyari inspirasi next pilpres. Klo kemaren gorong2 sekarang gimana caranya ngatur posisi berak di sungai,Netral
abangbelneg,Persiapan Rute Tamu Undangan HUT Ke-79 RI di IKN #UpacaraIKN MUFC Batang Bali Tsubasa Rapist https://t.co/je9ve1ecGT,Netral
abangbelneg,HUT Ke-79 RI di IKN terus dipersiakan dan menjadi perayaan pertama HUT RI di ibukota negara baru #UpacaraIKN MUFC Batang Bali Tsubasa Rapist https://t.co/RunoQunxnp,Positif
DjumadiPartose1,Penjajahan bisa bernama : Investor PSN IKN Infrastruktur dll.,Netral
suri4nsy4h,Kalau saja presiden terpilih itu mampu mengatasi KORUPSI yg sudah sangat parah menggerogoti perekonomian bangsa ini bukan hanya makan gratis yg bisa diselesaikan tapi membangun IKN tanpa utang pun bisa. Pertanyaannya sekarang sanggup gak ? https://t.co/xO8W4brhpy,Positif
BillySMBS,@styrofoamcrispy @twtbyrindu @Ilham9722 @innovacommunity Maksudnya lahan IKN itu kemungkinan bekas PBPH-HT atau hutan tanaman industri... dan Eucalyptus yg ane maksud itu jenis fast growing species spt Eucalyptus pellita/Eucalyptus crassicarpa yg sengaja,Negatif
HarisPr79861328,Yes IKN Nusantara,Netral
OrangutanIKN,@_NeverAlonely Tenang aja agar tak mjd bola liar pasti sudah disiapkan jabatn lain utk hasyim,Positif
OrangutanIKN,@_NeverAlonely Takut nih yeeee?? Takut klo si hasyim bernyanyi soal pilpres?,Netral
aynarrami,Aku ngapalinnya gini Niugini = papua nugini Central = ikn Pusara = former ibukota/pusat = jawa Mid east = timur agak ke tengah = ternate ambon dst Andalas = Sumatra (nama pulau sumatra jaman dulu),Positif
OrangutanIKN,@mas_veel KPK dah ga berguna ketuanya ga kompeten. Coba loe byk2in kuota klo jd buzzeRp biar kita yg baca enak gitu tercerahkan bukan terbodohkan ky loe yg idiot!!,Negatif
T4atak,Mantap IKN,Positif
Salahuddin4yub1,@Heraloebss Orang itu mahu masuk Istana Presiden di IKN barangkali...,Positif
sekintangd99,#GileLuNdro Catatan INDEF untuk Prabowo: Defisit IKN hingga Makan Bergizi Gratis https://t.co/OBq3ynt0ex,Positif
nicho__ichigo,@bincangurban Sekarang ditanyain tentang IKN udah termasuk insult. Naurrr takoet bangett,Positif
papamekdi,@_gregetan @bincangurban lemah amat lemah amat pindah gih ke IKN. IKN gabakal berkembang kalo gaada manusia di dalamnya ayo support nyet! jangan cuma bacot doang.,Negatif
geloraco,Bukan Tergantung Prabowo Jokowi Ungkap Faktor Utama Pindahnya Ibu Kota ke IKN https://t.co/4ThjsVej1R,Positif
Hilhaq,@democrazymedia yang ngotot bangun IKN siapa ??,Netral
AH_SiregarXIX,IKN itu bagi org cerdas Pak @jokowi pekerjaan tidak ada arti bagi rakyat dan buangÂ² anggaran. Anda kini kelimpungan krn itu tanggung jawab anda dan dipastikan bakal mangkrak.,Negatif
univbiru,pas gua conference kemaren juga ditanyain WKWKWK are you happy with ikn? NO SIR NOOOOOOOOOOO,Positif
Beritasatu,Isu Politik Terkini: Jokowi Soal Keppres IKN hingga 82 Juta Anak Akan Menerima Makan Bergizi Gratis https://t.co/ozIcE2k3x3 #beritasatu #news #berita,Positif
verryjudo,@JhonSitorus_18 Ikn gagal di goreng fufufafa gagal juga kaget kaget miduk mulai menggoreng lumayan simiduk bisa sarapan nasi goreng,Negatif
nursalr,Ada yang niat bikin film tentang IKN? Ikatan Keluarga Nebeng.,Netral
JHSinurat,@tekarok007 @jokowi @UGMYogyakarta Nurut saya Jokowi lah yang justru memanfaatkan UGM cari sukarelawan untuk hijaukan IKN yg dia sudah rusak.,Negatif
FitFerry,Siap berangkat kerja ke IKN. https://t.co/1WpV2GsK7U,Positif
YustineMelinda,@Bandivokt2 @gara_nam Tapi ya dongo juga sih maksain ngediriin IKN Udah tau Kalimantan bukan safe place (gegara sengketa Laut Natuna),Negatif
yus_nano,@Bambangmulyonoo Semua berawal dari ambisi IKN,Netral
Leon00077610,@neVerAl0nely Smpe jualan pasirr karena kehabisan modal bngun IKN wkwkwk,Positif
adhe_zai,@jokowi Lhooo....katanya ngantor di IKN kok masih di Jakarta pak ? ? Emang muka FUCK YOU loe pak !!,Negatif
WiePind,Gak mau bawa ikn yg berhasil epek tak da yg minat numpang om,Positif
KotaNusantara,Menteri Basuki: Progres Pembangunan Jalan Tol di IKN Sudah Bagus Ditargetkan Selesai Juni 2025 #IKNKotaModern https://t.co/OzBU3BEeZd,Positif
KotaNusantara,PUPR Targetkan Pembangunan Jalan Tol di IKN Selesai Juni 2025 #IKNKotaModern https://t.co/dlmDzSo42O,Netral
acongkur,@mustamaI Mau kondangan di IKN?,Netral
holderdiamond_,@bachrum_achmadi Kalau ngak suka sama ikn ya apa saja pasti ngak bagus bang,Positif
afgan_gino3,@Bohoes Kerjasama ini menunjukkan kepercayaan Jepang terhadap potensi IKN Nusantara,Netral
RekjanS,@GunRomli Ini sudah jelas kok salah satu pemerataan ala IKN nya Jokowi.. Jawasentris neh ??? Armadanya atau pemerataan sentris... Sentras sentris sentras sentris... Jiancuk...!!!,Positif
SutisnaMuh59331,@G4b0nG0ku Saya ingin lihat akun ini dalam 1 atau 2 tahun ke depan berlomentar soal IKN.,Netral
HariMusola,@5teV3n_Pe9eL Terlalu banyak Ospek hasiLnya Lambang Ayam untulan di IKN,Positif
Clara_Shinta99,Fasilitas Di IKN Sudah Siap Sambut Kedatangan ASN Yang Akan Bertugas Para ASN untuk tidak khawatir terkait kesejahteraan jika dipindah tugaskan ke IKN di Kalimantan Timur. #SportClimbing Marisa Putri Pertalite PBSI Axelsen Memalukan Lin Dan https://t.co/56eUKJbqan,Positif
zicr77,@DedynurPalakka IKN suraen,Netral
RudiSukarsa,@xquitavee Kapan @xquitavee ... pindah ke IKN? perlu penduduk ...jangan kykny calo di terminal. Teriak2 doank enggak naek. 15jt orang spy bs jd metropolis spt DKJ.. jd pindah k IKN wujud nyata utk bela2 matiian IKN.,Positif
Syahrull_021,Kalau ada orng2 partai atau influencer penyepong IKN yang meng agung2 kan IKN tingggal bilang aja kapan pindah ke IKN kalau dia balik lagi ke jawa bakar aja mereka 1 keluarga,Netral
